make,model,year,mileage,body_type,transmission,fuel_type,drivetrain,engine_cylinders,engine_volume,color,price
TOYOTA,Corolla,2014,143000,Sedan,Automatic,Petrol,Front,4.0,1.8,Carnelian red,21639
FORD,Fusion,2012,256000,Sedan,Variator,Hybrid,Front,4.0,2.5,White,8938
TOYOTA,ISIS,2007,250000,Minivan,Tiptronic,Petrol,Front,4.0,2.0,White,50
KIA,Optima,2016,74500,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Carnelian red,22580
FORD,Escape,2016,0,Jeep,Automatic,Petrol,4x4,4.0,1.6,White,16308
HYUNDAI,Elantra,2014,150400,Sedan,Tiptronic,Petrol,Front,6.0,1.8,Carnelian red,18817
TOYOTA,Corolla,2015,152630,Sedan,Automatic,Petrol,Front,4.0,1.8,White,4861
SUBARU,Forester,2014,50000,Jeep,Automatic,Petrol,4x4,4.0,2.5,Silver,25716
TOYOTA,Camry,2013,124184,Sedan,Automatic,Hybrid,Front,4.0,2.5,Silver,5018
TOYOTA,Prius,2010,18000,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,40
TOYOTA,Prius,2007,154000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Blue,8781
TOYOTA,Vitz RS,2008,112000,Hatchback,Variator,Petrol,Front,4.0,1.3,Silver,12544
TOYOTA,Prius V,2013,147000,Hatchback,Variator,Hybrid,Front,4.0,1.8,Silver,20071
MERCEDES-BENZ,E 300,2017,1600,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,392
CHEVROLET,Orlando,2012,218525,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,14834
KIA,Sportage,2007,91232,Jeep,Automatic,Diesel,Front,4.0,2.0,White,6899
SSANGYONG,REXTON,2014,119950,Jeep,Automatic,Diesel,Front,4.0,2.0,White,42987
MERCEDES-BENZ,E 320,2003,136000,Sedan,Tiptronic,CNG,Rear,6.0,3.2,Silver,20385
MERCEDES-BENZ,ML 350,2010,216600,Jeep,Tiptronic,Petrol,Rear,6.0,3.5,Beige,26971
MERCEDES-BENZ,E 220,1999,3000,Sedan,Automatic,Diesel,Rear,4.0,2.2,Silver,9408
HONDA,FIT,2005,150000,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,50
HYUNDAI,Santa FE,2012,138013,Jeep,Automatic,Diesel,Front,4.0,2.0,White,32340
HYUNDAI,Elantra,2007,139000,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,11368
HONDA,FIT,2016,31869,Jeep,Automatic,Petrol,Front,4.0,1.5,Black,862
CHEVROLET,Cruze,2012,104000,Sedan,Tiptronic,Petrol,Front,4.0,1.4,Silver,14113
VOLKSWAGEN,Crafter,2009,335000,Microbus,Manual,Diesel,Rear,5.0,2.5,Beige,16621
TOYOTA,Camry XLE,2012,98298,Sedan,Automatic,Hybrid,Front,4.0,2.5,Grey,21796
NISSAN,Juke,2012,128000,Jeep,Tiptronic,Petrol,Front,4.0,1.6,Grey,21169
MERCEDES-BENZ,ML 350,2011,275862,Jeep,Automatic,Diesel,4x4,6.0,3.0,Silver,470
MERCEDES-BENZ,E 350,2012,56277,Sedan,Tiptronic,Petrol,4x4,6.0,3.5,White,29793
HYUNDAI,Elantra,2012,100000,Sedan,Automatic,Petrol,Rear,4.0,1.8,Black,15367
HONDA,FIT,2013,119213,Hatchback,Automatic,Petrol,Front,4.0,1.5,Blue,549
JEEP,Compass,2012,88000,Jeep,Automatic,Petrol,Front,4.0,2.4,Grey,32305
HYUNDAI,Elantra,2012,0,Sedan,Tiptronic,Petrol,Front,4.0,1.8,Grey,12544
HYUNDAI,Sonata LIMITED,2013,107200,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Beige,19130
FORD,Escape,2008,148800,Jeep,Automatic,Hybrid,4x4,4.0,2.5,Green,14426
BMW,330,2007,157800,Coupe,Tiptronic,Petrol,4x4,8.0,3.0,Silver,60
TOYOTA,Corolla,2003,2000000,Hatchback,Manual,Petrol,Front,4.0,1.6,Grey,8154
HYUNDAI,Tucson SE,2017,28897,Jeep,Automatic,Petrol,4x4,4.0,1.6,Grey,30734
FORD,Escape,2015,123000,Jeep,Automatic,Petrol,Front,4.0,1.6,Grey,28852
TOYOTA,RAV 4,2008,150000,Jeep,Manual,Diesel,4x4,4.0,2.2,Grey,25089
MERCEDES-BENZ,ML 350,2012,245762,Jeep,Automatic,Diesel,4x4,6.0,3.5,Black,157
HYUNDAI,H1,2016,96334,Minivan,Automatic,Diesel,Front,4.0,2.5,Grey,42218
MERCEDES-BENZ,E 350,2014,67232,Sedan,Automatic,Diesel,4x4,6.0,3.5,Silver,188
TOYOTA,Prius,2012,373634,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,470
HYUNDAI,Genesis,2012,94055,Sedan,Automatic,Petrol,Front,4.0,3.8,Silver,17249
HYUNDAI,Tucson,2017,140004,Jeep,Automatic,Diesel,Front,4.0,2.0,Blue,36068
OPEL,Zafira,2003,197500,Minivan,Manual,CNG,Front,4.0,1.6,Grey,9408
HYUNDAI,Sonata,2016,488038,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,13172
HYUNDAI,Elantra,2016,138241,Sedan,Automatic,LPG,Front,4.0,1.6,Grey,21395
TOYOTA,Prius,2011,100006,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,17876
TOYOTA,Camry,2013,308694,Sedan,Automatic,Petrol,Front,4.0,2.5,Grey,3920
AUDI,A8,2015,131674,Sedan,Automatic,Diesel,4x4,6.0,3.0,Black,706
TOYOTA,Prius,2014,89986,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Grey,18817
OPEL,Vectra,2001,175000,Sedan,Manual,CNG,Front,4.0,2.2,Green,4704
HYUNDAI,H1,2007,84000,Microbus,Manual,Diesel,Rear,4.0,2.4,White,21953
MERCEDES-BENZ,C 250 1.8,2013,83500,Sedan,Tiptronic,Petrol,Rear,4.0,1.8,Grey,26030
RENAULT,Megane 1.9 CDI,2008,163124,Sedan,Manual,Diesel,Front,4.0,1.9,White,14583
VOLKSWAGEN,Jetta SE,2016,76466,Sedan,Automatic,Petrol,Front,4.0,1.4,Black,16621
TOYOTA,Prius,2014,146019,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,188
LEXUS,IS 250,2010,117000,Sedan,Tiptronic,Petrol,Rear,6.0,2.5,Black,26030
TOYOTA,Ipsum,2002,110000,Minivan,Automatic,Petrol,Front,4.0,2.4,Silver,10820
JAGUAR,F-pace,2017,28421,Jeep,Automatic,Petrol,4x4,6.0,3.0,Red,549
TOYOTA,Prius,2012,212800,Hatchback,Variator,Hybrid,Front,4.0,1.8,Silver,19914
TOYOTA,Prius,2009,80000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Blue,30
TOYOTA,RAV 4,2015,99616,Jeep,Automatic,Petrol,4x4,4.0,2.5,Silver,706
LEXUS,HS 250h,2011,150000,Sedan,Automatic,Hybrid,Front,4.0,2.4,Blue,100
HYUNDAI,Sonata,2011,190000,Sedan,Automatic,Petrol,Front,4.0,2.0,Grey,14834
TOYOTA,Camry HYBRID,2012,87725,Sedan,Tiptronic,Hybrid,Front,4.0,2.5,Red,11604
VOLKSWAGEN,Passat sel,2013,60000,Sedan,Tiptronic,Petrol,Front,5.0,2.5,Black,22580
HYUNDAI,Elantra,2012,165000,Sedan,Automatic,Petrol,Front,4.0,1.6,White,20297
MERCEDES-BENZ,E 350,2014,219030,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,29793
HONDA,Insight,2011,172997,Hatchback,Variator,Hybrid,Front,4.0,1.3,Blue,13328
TOYOTA,Highlander,2012,285186,Jeep,Automatic,Petrol,Front,6.0,3.5,Grey,9565
TOYOTA,Prius,2013,71257,Sedan,Automatic,Hybrid,Front,4.0,1.8,White,18660
MERCEDES-BENZ,ML 350,2014,207568,Jeep,Tiptronic,Diesel,4x4,6.0,3.5,Grey,68994
OPEL,Astra,2007,185000,Sedan,Manual,Petrol,Front,4.0,1.4,Black,13799
HYUNDAI,Elantra,2012,123000,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,19707
HYUNDAI,Tucson SE,2017,31241,Jeep,Automatic,Petrol,Front,4.0,2.0,Blue,28068
FORD,Fusion,2013,181000,Sedan,Automatic,Hybrid,Front,4.0,2.0,Silver,27598
TOYOTA,Camry,2016,39741,Jeep,Automatic,Hybrid,Front,4.0,2.5,Black,3763
AUDI,A7,2016,35500,Sedan,Tiptronic,Petrol,4x4,6.0,3.0,White,79971
CHEVROLET,Impala,2016,161350,Sedan,Automatic,Petrol,Front,4.0,2.5,Silver,34387
BMW,X5 E70,2013,119700,Jeep,Tiptronic,Petrol,4x4,6.0,3.0,Grey,28225
KIA,Optima,2014,68000,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Black,100
HYUNDAI,Tucson,2012,171996,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,20814
CHEVROLET,Cruze,2012,227073,Sedan,Automatic,Diesel,Front,4.0,2.0,Grey,11992
LEXUS,LS 460,2016,45845,Sedan,Automatic,Petrol,Rear,8.0,4.6,Brown,25716
MAZDA,Verisa,2007,141000,Hatchback,Automatic,Petrol,Front,4.0,1.5,Blue,9408
TOYOTA,Prius,2007,3200,Sedan,Automatic,Hybrid,Front,4.0,1.5,White,30
FORD,Mustang,2014,128000,Coupe,Tiptronic,Petrol,Rear,6.0,3.7,Silver,31361
TOYOTA,Prius,2015,188067,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,470
HONDA,FIT,2013,163000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,Sky blue,15367
HYUNDAI,Sonata,2010,127000,Sedan,Tiptronic,Petrol,Front,4.0,2.4,White,15367
TOYOTA,Camry,2014,115312,Sedan,Automatic,Hybrid,Front,4.0,2.5,Grey,706
TOYOTA,Avalon,2016,55096,Sedan,Automatic,Hybrid,Front,4.0,2.5,Blue,1882
FORD,C-MAX,2013,204010,Hatchback,Automatic,Hybrid,Front,4.0,2.0,Black,17249
MERCEDES-BENZ,C 220,1995,310000,Sedan,Manual,Petrol,Rear,4.0,2.2,Black,5645
SUBARU,B9 Tribeca,2008,300000,Jeep,Automatic,Petrol,4x4,6.0,3.6,Brown,10976
HYUNDAI,H1,2014,68578,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,24559
HYUNDAI,Sonata,2012,0,Sedan,Automatic,Hybrid,Front,4.0,2.4,Red,1176
TOYOTA,Aqua,2014,38311,Universal,Automatic,Hybrid,Front,4.0,1.5,Black,26033
CHEVROLET,Equinox,2013,168179,Jeep,Automatic,Petrol,Front,4.0,2.4,Grey,3136
FORD,C-MAX,2014,102000,Hatchback,Tiptronic,Plug-in Hybrid,Front,4.0,2.0,Beige,22266
HONDA,Insight,2011,288704,Hatchback,Automatic,Hybrid,Front,4.0,1.3,White,706
NISSAN,Juke,2013,166013,Jeep,Automatic,Petrol,Front,4.0,1.6,White,2901
TOYOTA,Prius,2010,200000,Sedan,Automatic,Petrol,Front,4.0,1.8,Silver,17876
TOYOTA,Camry,2010,0,Sedan,Automatic,Petrol,Front,4.0,2.5,Red,470
BMW,335,2011,69950,Coupe,Automatic,Petrol,Rear,6.0,3.0,Blue,2666
NISSAN,LAFESTA,2007,200000,Minivan,Automatic,CNG,Front,4.0,2.0,Blue,5500
FORD,Mustang,2011,132000,Coupe,Automatic,Petrol,Rear,6.0,3.7,Grey,24462
CHEVROLET,Equinox,2013,160242,Jeep,Automatic,Petrol,Front,4.0,2.4,Black,627
HYUNDAI,Santa FE,2013,53240,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,29166
TOYOTA,Aqua S,2013,117000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,White,10036
OPEL,Combo,2007,185000,Universal,Manual,Diesel,Front,4.0,1.3,Blue,9095
HYUNDAI,Accent,2014,143000,Sedan,Automatic,Diesel,Front,4.0,1.6,White,13589
HONDA,FIT,2014,28300,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,25243
HYUNDAI,Sonata,2010,111293,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,12720
TOYOTA,Aqua,2013,185000,Hatchback,Variator,Hybrid,Front,4.0,1.5,White,12231
JAGUAR,XK,2012,84541,Cabriolet,Automatic,Petrol,Rear,8.0,5.0,White,3450
CHEVROLET,Cruze,2019,43371,Minivan,Automatic,Petrol,Front,4.0,1.4,Silver,470
MAZDA,Mazda 6,2002,224000,Sedan,Manual,Petrol,Front,4.0,2.3,Blue,6272
SSANGYONG,REXTON,2017,58113,Jeep,Automatic,Diesel,Front,4.0,2.2,White,58579
TOYOTA,Camry,2019,10000,Sedan,Tiptronic,Petrol,Front,4.0,2.4,Blue,61154
HYUNDAI,Elantra,2016,40464,Hatchback,Automatic,Petrol,Front,4.0,2.0,Grey,3136
HYUNDAI,Elantra,2013,96000,Sedan,Tiptronic,LPG,Front,4.0,1.8,White,50
NISSAN,Patrol,2000,320000,Jeep,Manual,Diesel,4x4,4.0,3.0,Blue,26657
CHEVROLET,Camaro,2013,131000,Coupe,Tiptronic,Petrol,Rear,6.0,3.6,Red,29793
MERCEDES-BENZ,E 220 ELEGANCE,2004,257000,Sedan,Tiptronic,Diesel,Rear,4.0,2.2,Silver,10976
TOYOTA,RAV 4,2010,136171,Jeep,Automatic,Petrol,4x4,4.0,2.5,Black,2822
HYUNDAI,Sonata,2015,404303,Sedan,Automatic,LPG,Front,4.0,2.0,Silver,11604
LEXUS,GX 470,2010,357246,Jeep,Automatic,Petrol,4x4,8.0,4.6,Grey,16308
FORD,Transit,2005,350000,Microbus,Manual,Diesel,Rear,4.0,2.4,White,16621
CHEVROLET,Cruze,2012,140000,Sedan,Manual,Petrol,Front,4.0,1.4,Carnelian red,15681
HYUNDAI,Tucson,2019,7771,Jeep,Automatic,Hybrid,Front,4.0,2.0,Grey,66479
FORD,Fusion,2015,367720,Sedan,Automatic,Hybrid,Front,4.0,2.0,White,470
TOYOTA,Camry,2014,94000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,22894
HYUNDAI,Santa FE,2017,75000,Jeep,Automatic,Diesel,Front,4.0,2.0,White,62355
SSANGYONG,Actyon,2011,157456,Jeep,Automatic,Diesel,Front,4.0,2.0,White,17035
TOYOTA,Camry,2013,26918,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,4234
SUBARU,Forester,2013,74688,Sedan,Automatic,Petrol,4x4,4.0,2.5,Silver,94
MERCEDES-BENZ,S 420,1986,260000,Sedan,Automatic,Petrol,Rear,8.0,4.2,White,10976
CHEVROLET,Aveo,2012,111937,Hatchback,Automatic,Petrol,Front,4.0,1.6,White,13987
TOYOTA,Prius,2013,109200,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,19130
VOLKSWAGEN,Jetta,2012,169600,Sedan,Automatic,LPG,Front,5.0,2.5,Black,14426
HONDA,FIT,2012,154000,Hatchback,Variator,Hybrid,Front,4.0,1.3,Silver,11133
KIA,Optima,2015,89248,Hatchback,Automatic,Hybrid,Front,4.0,2.4,Black,22894
MERCEDES-BENZ,ML 350,2008,213998,Jeep,Automatic,Diesel,4x4,6.0,3.0,Silver,282
HONDA,Accord,2010,241786,Sedan,Automatic,Petrol,Front,6.0,3.5,White,2666
TOYOTA,RAV 4,2018,51200,Jeep,Automatic,Petrol,4x4,4.0,2.5,Black,46728
BMW,528,2008,220000,Sedan,Variator,Petrol,Rear,6.0,3.0,Silver,17876
MERCEDES-BENZ,E 300,2017,50963,Sedan,Automatic,Petrol,Rear,4.0,2.0,Black,56136
HYUNDAI,H1,2014,198916,Minivan,Automatic,Diesel,Front,4.0,2.5,Yellow,25264
HONDA,FIT,2004,204950,Hatchback,Variator,Petrol,Front,4.0,1.3,Silver,6586
MERCEDES-BENZ,Sprinter 516,2013,240000,Microbus,Manual,Diesel,Rear,8.0,2.2,White,87021
HYUNDAI,Sonata,2012,259184,Sedan,Automatic,Hybrid,Front,4.0,2.4,Silver,251
TOYOTA,Highlander,2014,95000,Jeep,Automatic,Petrol,4x4,6.0,3.5,Brown,30420
NISSAN,Sentra,2016,56000,Sedan,Automatic,Petrol,Front,4.0,1.8,White,21953
TOYOTA,Avalon,2014,73602,Sedan,Tiptronic,Hybrid,Front,4.0,2.5,Silver,47000
SUBARU,Forester,2012,148213,Jeep,Automatic,Petrol,4x4,4.0,2.5,Blue,549
LEXUS,GX 460,2017,69918,Jeep,Automatic,Petrol,4x4,8.0,4.6,White,470
HONDA,FIT,2018,29939,Hatchback,Automatic,Petrol,Front,4.0,1.5,Silver,55845
HYUNDAI,Elantra,2013,156326,Sedan,Automatic,Petrol,Front,4.0,1.8,Grey,392
HONDA,Odyssey,2005,1111,Minivan,Tiptronic,Petrol,Front,4.0,2.4,Black,3136
SUBARU,Impreza,2011,128000,Hatchback,Tiptronic,Petrol,4x4,4.0,2.0,Silver,14900
TOYOTA,Camry,2015,245792,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,5331
VOLKSWAGEN,Jetta,2013,95000,Sedan,Tiptronic,Petrol,Front,4.0,2.0,Black,13900
TOYOTA,Prius,2008,23000,Sedan,Automatic,Petrol,Front,4.0,1.5,Grey,11290
MITSUBISHI,Outlander,2013,126000,Jeep,Automatic,Petrol,4x4,6.0,3.0,Orange,26971
TOYOTA,Camry,2014,0,Sedan,Automatic,Hybrid,Front,4.0,2.5,Black,5959
MAZDA,CX-7,2011,216550,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,549
NISSAN,Rogue SPORT,2018,70000,Jeep,Tiptronic,Petrol,4x4,4.0,2.0,Grey,43592
KIA,Sorento,2018,57618,Jeep,Automatic,Petrol,Front,4.0,2.4,Purple,3293
HYUNDAI,H1,2014,86227,Minivan,Automatic,Diesel,Front,4.0,2.5,Silver,36899
HYUNDAI,Santa FE,2017,114000,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,51194
CHEVROLET,Orlando,2012,86342,Jeep,Automatic,Diesel,Front,4.0,2.0,Grey,21768
SSANGYONG,REXTON,2013,92728,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,35043
TOYOTA,Aqua,2012,180000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Silver,10349
SUBARU,Crosstrek,2019,1275,Sedan,Automatic,Petrol,4x4,4.0,2.0,Silver,14426
CHEVROLET,Cruze,2012,140000,Sedan,Manual,Petrol,Front,4.0,1.4,Carnelian red,15681
FORD,C-MAX,2015,179200,Hatchback,Tiptronic,Plug-in Hybrid,Front,4.0,2.0,Silver,23521
INFINITI,G37,2008,151000,Coupe,Manual,Petrol,Rear,6.0,3.7,Black,26657
MERCEDES-BENZ,E 240,2000,252000,Sedan,Manual,Petrol,Rear,6.0,2.4,Black,9408
TOYOTA,Prius,2014,132669,Sedan,Automatic,Hybrid,Front,4.0,1.8,Green,24148
VOLKSWAGEN,Golf,1996,280000,Hatchback,Manual,CNG,Front,4.0,2.0,Black,4704
TOYOTA,Prius C,2014,547744,Hatchback,Automatic,Hybrid,Front,4.0,1.5,White,12544
BUICK,Regal,2011,229677,Sedan,Automatic,Petrol,Front,4.0,2.4,Silver,282
HYUNDAI,Santa FE,2015,174899,Jeep,Automatic,Diesel,Front,4.0,2.0,White,32744
VOLKSWAGEN,Passat,2014,78000,Sedan,Tiptronic,Petrol,Front,6.0,1.8,White,22580
MERCEDES-BENZ,E 240,2004,95140,Sedan,Tiptronic,Petrol,Rear,6.0,2.4,Silver,13799
TOYOTA,Vitz,2005,190000,Hatchback,Automatic,Petrol,Front,4.0,1.3,Silver,8151
TOYOTA,Prius,2010,241000,Hatchback,Automatic,Hybrid,Front,4.0,1.8,White,15367
TOYOTA,CHR,2019,4330,Jeep,Automatic,Petrol,Front,4.0,2.0,White,29793
MERCEDES-BENZ,E 350,2011,132630,Sedan,Automatic,Diesel,Rear,6.0,3.5,Silver,314
HYUNDAI,Sonata,2012,259934,Sedan,Automatic,Hybrid,Front,4.0,2.4,Red,4547
KIA,Optima,2014,40228,Sedan,Automatic,Petrol,Front,4.0,2.0,Silver,16778
KIA,Sportage,2007,79776,Jeep,Automatic,Diesel,Front,4.0,2.0,White,6899
OPEL,Astra,1998,224000,Sedan,Manual,Petrol,Front,4.0,1.6,Green,6586
TOYOTA,Vitz,2004,178000,Sedan,Automatic,Petrol,Front,4.0,1.5,Silver,6586
TOYOTA,Camry,2012,70000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,White,22260
HYUNDAI,Veloster,2013,90000,Coupe,Manual,Petrol,Front,4.0,1.6,Black,14113
VOLKSWAGEN,Passat,2016,87000,Sedan,Tiptronic,Petrol,Front,4.0,1.8,White,26343
MERCEDES-BENZ,ML 350 SPECIAL EDITION,2004,175000,Jeep,Tiptronic,CNG,4x4,6.0,3.5,Silver,20071
CHEVROLET,Equinox,2012,343283,Jeep,Automatic,Petrol,4x4,6.0,3.0,Brown,1019
BMW,318,1999,12000,Sedan,Manual,CNG,Rear,4.0,1.9,Silver,4077
LEXUS,RX 350,2015,92035,Jeep,Automatic,Petrol,4x4,6.0,3.5,Black,12544
CHEVROLET,Captiva,2012,155000,Jeep,Tiptronic,Petrol,4x4,10.0,3.0,Silver,13485
MERCEDES-BENZ,E 260,1992,0,Sedan,Manual,CNG,Rear,6.0,2.6,Beige,3450
NISSAN,Juke,2011,0,Jeep,Automatic,Petrol,Front,4.0,1.6,Black,470
TOYOTA,Prius,2008,45888,Sedan,Automatic,Hybrid,Front,4.0,1.6,White,30
SSANGYONG,Actyon,2016,68961,Jeep,Automatic,Diesel,Front,4.0,1.6,White,43868
TOYOTA,Camry,2013,124912,Sedan,Automatic,Hybrid,Front,4.0,2.5,White,3763
LEXUS,GX 470,2013,202651,Jeep,Automatic,Petrol,4x4,8.0,4.6,Black,6272
HYUNDAI,Sonata,2015,548407,Sedan,Automatic,LPG,Front,4.0,2.0,Orange,12544
SSANGYONG,Actyon,2017,71402,Jeep,Automatic,Petrol,Front,4.0,1.6,Silver,35610
HYUNDAI,Santa FE,2014,91321,Jeep,Automatic,Diesel,Front,4.0,2.0,White,55638
HYUNDAI,Elantra,2011,158000,Sedan,Automatic,Petrol,Front,4.0,1.6,White,18798
NISSAN,March,2012,66000,Hatchback,Automatic,Petrol,Front,3.0,1.2,Silver,7500
NISSAN,Rogue,2011,135467,Jeep,Automatic,Petrol,4x4,4.0,2.5,White,1411
NISSAN,Juke,2015,29120,Jeep,Tiptronic,Petrol,4x4,4.0,1.6,Silver,29793
SSANGYONG,REXTON,2016,14950,Jeep,Automatic,Diesel,Front,4.0,2.2,Silver,53872
MERCEDES-BENZ,C 250,2014,72000,Sedan,Automatic,Petrol,Rear,4.0,1.8,Black,36065
TOYOTA,Prius,2015,104795,Jeep,Automatic,Hybrid,Front,4.0,1.8,White,2038
TOYOTA,Aqua,2014,96000,Hatchback,Automatic,Hybrid,Front,4.0,1.5,White,9500
LEXUS,CT 200h,2011,116869,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Black,706
MERCEDES-BENZ,Viano,2004,245000,Minivan,Tiptronic,LPG,Rear,6.0,3.2,White,23521
KIA,Optima HYBRID,2014,269513,Sedan,Automatic,Hybrid,Front,4.0,2.4,Grey,15524
TOYOTA,Prius C hybrid,2014,152000,Hatchback,Variator,Hybrid,Front,4.0,1.5,Silver,14740
HONDA,Odyssey,2012,0,Sedan,Automatic,Petrol,Front,6.0,3.5,Grey,3136
MERCEDES-BENZ,E 350,2012,171221,Sedan,Automatic,Diesel,Rear,6.0,3.0,Black,9252
MINI,Countryman,2011,184000,Jeep,Tiptronic,Petrol,4x4,4.0,1.6,Red,25716
HYUNDAI,Elantra,2015,103825,Sedan,Automatic,Petrol,Front,4.0,1.6,White,27065
TOYOTA,4Runner,2013,194605,Jeep,Automatic,Petrol,Rear,6.0,4.0,Grey,392
FORD,C-MAX SE,2012,11593,Hatchback,Automatic,Hybrid,Front,4.0,2.0,Silver,11604
NISSAN,Rogue,2011,57000,Jeep,Automatic,Petrol,Front,4.0,2.5,White,12544
OPEL,Astra,2007,150000,Universal,Manual,Petrol,Front,4.0,1.4,Silver,12544
VOLVO,S60,2011,100000,Sedan,Tiptronic,Petrol,Front,5.0,2.5,Black,9408
TOYOTA,Prius,2012,115000,Hatchback,Automatic,Hybrid,Front,2.0,1.8,Black,18100
TOYOTA,Camry,2012,50226,Sedan,Automatic,Hybrid,Front,4.0,2.5,Grey,392
NISSAN,Juke juke,2010,162309,Jeep,Tiptronic,Petrol,Front,4.0,1.6,Grey,19444
KIA,Sorento,2010,77400,Jeep,Automatic,Diesel,Front,4.0,2.2,Grey,15367
HONDA,Civic,2013,144872,Jeep,Automatic,Hybrid,Front,4.0,1.5,White,8311
TOYOTA,Prius,2013,199373,Sedan,Automatic,Hybrid,Front,4.0,1.8,Silver,18817
HYUNDAI,Genesis,2014,65840,Coupe,Automatic,Petrol,Front,4.0,2.0,White,34074
MAZDA,Verisa,2005,0,Sedan,Automatic,Petrol,4x4,4.0,1.5,Carnelian red,8154
LEXUS,CT 200h,2015,115347,Hatchback,Automatic,Hybrid,Front,4.0,1.8,Grey,470
MERCEDES-BENZ,E 320,2001,2000,Sedan,Automatic,Petrol,Rear,6.0,3.2,Black,9408
TOYOTA,Camry,2017,48000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Black,21796
HONDA,Civic,2018,38639,Sedan,Automatic,Petrol,Front,4.0,2.0,Black,53185
SSANGYONG,REXTON,2011,131114,Jeep,Automatic,Diesel,Front,4.0,2.0,Silver,22649
MERCEDES-BENZ,E 350,2012,318285,Sedan,Automatic,Diesel,4x4,6.0,3.5,Black,627
MERCEDES-BENZ,E 320,2003,0,Sedan,Automatic,CNG,Rear,6.0,3.2,Silver,11917
CHEVROLET,Impala,2016,129459,Sedan,Automatic,Petrol,Front,4.0,2.5,Black,38251
HYUNDAI,Elantra,2018,65734,Sedan,Automatic,Petrol,Front,4.0,1.6,Blue,33575
OPEL,Astra,1996,30000,Universal,Manual,Petrol,Front,4.0,1.6,Carnelian red,3500
AUDI,RS7,2016,112701,Hatchback,Automatic,Petrol,4x4,8.0,4.0,Grey,549
HONDA,FIT Hybrid,2013,114000,Hatchback,Variator,Hybrid,Front,4.0,1.3,White,15053
LEXUS,GX 460,2014,200402,Jeep,Automatic,Petrol,4x4,8.0,4.6,Silver,941
HYUNDAI,Elantra,2016,54590,Sedan,Manual,Petrol,Front,4.0,2.0,Black,17876
FORD,Transit,1996,0,Microbus,Manual,Diesel,Rear,4.0,2.5,White,7840
AUDI,A4,2011,147200,Sedan,Tiptronic,Petrol,4x4,4.0,2.0,Black,27911
FORD,C-MAX,2014,254455,Sedan,Automatic,Hybrid,Front,6.0,2.0,White,16621
AUDI,Q5,2010,282643,Jeep,Automatic,Petrol,4x4,6.0,3.2,Blue,4077
FORD,Fusion,2013,117000,Sedan,Tiptronic,Petrol,Front,4.0,1.6,Grey,10349
FORD,Fusion,2014,133000,Sedan,Tiptronic,Petrol,Front,4.0,2.5,Green,18189
DAEWOO,Lacetti,2011,160622,Sedan,Automatic,Petrol,Front,4.0,1.6,White,12432
HYUNDAI,Elantra,2010,103149,Sedan,Automatic,Petrol,Front,4.0,1.6,Silver,15132
MERCEDES-BENZ,E 350,2012,128202,Sedan,Automatic,Diesel,Rear,6.0,3.5,Black,4861
FORD,F150,2016,33543,Sedan,Automatic,Petrol,Front,4.0,3.5,White,126322
MERCEDES-BENZ,C 180,2001,296399,Sedan,Automatic,Petrol,Rear,4.0,2.0,Blue,4600
CHEVROLET,Captiva,2007,120000,Pickup,Automatic,Diesel,Front,4.0,2.0,White,13485
MERCEDES-BENZ,ML 350,2012,169939,Jeep,Automatic,Diesel,4x4,6.0,3.0,White,549
